Coin Name,Complete Name,Algorithm,Proof Type,Total Coin Supply
Enecuum,Enecuum (ENQ),N/A,N/A,126880563.75
Insureum,Insureum (ISR),N/A,N/A,297000000
CargoCoin,CargoCoin (CRGO),N/A,N/A,100000000
IZEROIUM,IZEROIUM (IZER),N/A,N/A,6000000000
Nervos Network,Nervos Network (CKB),Eaglesong,PoW,25200000000
TriipMiles,TriipMiles (TIIM),N/A,N/A,500000000
ZeroCarbon,ZeroCarbon (ZCC1),N/A,N/A,240000000
Constellation ,Constellation  (DAG),N/A,N/A,4000000000
AMLT,AMLT (AMLT),N/A,N/A,400000000
HireGo,HireGo (HGO),N/A,N/A,100000000
Bit-Z,Bit-Z (BZ),N/A,N/A,1200000000
Ixinium,Ixinium (XXA),N/A,N/A,540000000
Kcash,Kcash (KCASH),SHA-512,Zero-Knowledge Proof,1000000000
1World,1World (1WO),N/A,N/A,37219452.96
ESports Chain,ESports Chain (EST),N/A,PoC,1000000000
xDai Chain,xDai Chain (STAKE),N/A,N/A,0
1x Short BTC Implied Volatility Token,1x Short BTC Implied Volatility Token (IBVOL),N/A,N/A,0
1x Long BTC Implied Volatility Token,1x Long BTC Implied Volatility Token (BVOL),N/A,N/A,0
MODEX Token,MODEX Token (MODEX),N/A,N/A,266399993 
One Game,One Game (OGT),N/A,N/A,10000000000
PlayChip,PlayChip (PLA),N/A,N/A,50000000000
NPER,NPER (NPER),N/A,PoS,250000000
STASIS EURS,STASIS EURS (EURS),N/A,N/A,30979207
SyncFab,SyncFab (MFG),N/A,N/A,868459135.74143323
Piction Network,Piction Network (PIXEL),N/A,N/A,987500000
SatoExchange Token,SatoExchange Token (SATX),N/A,N/A,238030642
OBSERVER Coin,OBSERVER Coin (OBSR),N/A,N/A,15000000000
Unknown Fair Object,Unknown Fair Object (UFOC),N/A,N/A,10500000
Bonorum Coin,Bonorum Coin (BONO),N/A,PoW/PoS,35000000
AdsByWiFi,AdsByWiFi (WADS),N/A,N/A,175162000
ALA,ALA (ALA),N/A,N/A,100000000000
Idena,Idena (IDNA),N/A,PoP,0
Volpo,Volpo (VLP),N/A,N/A,100000000
POPCHAIN,POPCHAIN (PCH),N/A,PoW,2000000000
Omnitude,Omnitude (ECOM),N/A,N/A,74413301.34
Witcoin,Witcoin (WIT),N/A,PoW,288000000
Opu Coin,Opu Coin (OPU),N/A,N/A,2700000000
ContentBox,ContentBox (BOX),N/A,PoS,3000000000
ZPER,ZPER (ZPR),N/A,N/A,2050000000
Acute Angle Cloud,Acute Angle Cloud (AAC),ECC 256K1,DPOS,1000000000
FormulA,FormulA (FML),N/A,N/A,2100000000
Irene Energy,Irene Energy (TLU),N/A,N/A,500000000
Creditcoin,Creditcoin (CRE),N/A,N/A,2000000000
StarKST,StarKST (KST),Scrypt,PoW,6000000000
HitChain,HitChain (HIT),N/A,N/A,102400000000
CosmoChain,CosmoChain (COSM),N/A,N/A,973000000
Pluto Project Coin,Pluto Project Coin (GPPT),N/A,N/A,1000000000
AAX Token,AAX Token (AAB),N/A,N/A,50000000
FXPay,FXPay (FXP),N/A,N/A,500000000
Blockpass,Blockpass (PASS),N/A,N/A,1000000000
HEROIC.com,HEROIC.com (HRO),N/A,N/A,1000000000
Digitex Futures,Digitex Futures (DGTX),N/A,N/A,1000000000
3X Long TezosToken,3X Long TezosToken (XTZBULL),N/A,N/A,0
3X Short TRX Token,3X Short TRX Token (TRXBEAR),N/A,N/A,0
3X Long TRX Token,3X Long TRX Token (TRXBULL),N/A,N/A,0
3X Short Tezos Token,3X Short Tezos Token (XTZBEAR),N/A,N/A,0
Eclipse,Eclipse (ECLIP),SHA-256D,PoW/PoS,N/A
Echoin,Echoin (EC),N/A,N/A,2000000000
EverLife.AI,EverLife.AI (EVER),N/A,N/A,500000000
Tripio,Tripio (TRIO),N/A,N/A,5000000000
Bountie,Bountie (BNTE),N/A,N/A,200000000
Delphy,Delphy (DPY),N/A,N/A,100000000
BaaSid,BaaSid (BAAS),N/A,N/A,10000000000
Zuum,Zuum (ZUUM),N/A,N/A,1000000000
CryptoRiyal,CryptoRiyal (CR),N/A,N/A,2000000000
Bitcoin Token,Bitcoin Token (BTCT),N/A,N/A,21000000
Cygnus,Cygnus (CYG),X11,PoW/PoS,25885320
HYCON,HYCON (HYC),N/A,N/A,10000000000
Decentralized Accessible Content Chain ,Decentralized Accessible Content Chain  (DACC),N/A,N/A,30000000000
Nomin USD,Nomin USD (NUSD),N/A,N/A,3165643
Synthetix,Synthetix (SNX),N/A,N/A,100000000
LIVEEN,LIVEEN (VEEN),N/A,N/A,N/A
Rhypton Club,Rhypton Club (RHP),X11,PoW,2100000000
Asia Coin,Asia Coin (AC),Scrypt,PoS,N/A
Streamr DATAcoin,Streamr DATAcoin (DATA),N/A,N/A,987154514
AWARE,AWARE (AT),N/A,N/A,1000000000
Phomeum,Phomeum (PHM),N/A,N/A,20000000000
EOSDT,EOSDT (EOSDT),N/A,N/A,170000000
W12 Protocol,W12 Protocol (W12),N/A,N/A,400000000
DucatusCoin,DucatusCoin (DUC),N/A,N/A,50000000000
Skillchain,Skillchain (SKI),N/A,N/A,190800000
Mixin,Mixin (MIXI),N/A,N/A,1000000
Pura,Pura (PURA),X11,PoW,350000000
XTRABYTES,XTRABYTES (XBY),N/A,PoSign,650000000
Okex,Okex (OKB),N/A,N/A,300000000
DeVault,DeVault (DVT),SHA-256,N/A,2000000000
Sologenic,Sologenic (SOLO),N/A,N/A,400000000
Tether,Tether (USDT),N/A,N/A,N/A
Insolar,Insolar (XNS),N/A,DPoS,1000000000
CryptoEnergy,CryptoEnergy (CNRG),N/A,N/A,3675000
Beaxy,Beaxy (BXY),N/A,N/A,1000000000
Theta,Theta (THETA),N/A,N/A,1000000000
Bytus,Bytus (BYTS),N/A,N/A,66000000
ZENZO,ZENZO (ZNZ),N/A,PoS,83000000
RocketPool,RocketPool (RPL),N/A,N/A,17919753
MimbleWimbleCoin,MimbleWimbleCoin (MWC),C31,PoW,20000000
Nyzo,Nyzo (NYZO),N/A,N/A,100000000
IdeaChain,IdeaChain (ICH),N/A,N/A,55000000
Gleec Coin,Gleec Coin (GLEEC),SHA-256,N/A,21000000
Largo Coin,Largo Coin (LRG),SHA-256,N/A,200000000
Rivex,Rivex (RVX),N/A,N/A,4000000000
Aragon Court,Aragon Court (ANJ),N/A,N/A,0
WeShow Token,WeShow Token (WET),N/A,N/A,1250000000
YourBlock,YourBlock (YBK),N/A,N/A,200000000
Crypto Birds,Crypto Birds (XCB),N/A,N/A,550000000
Vanywhere,Vanywhere (VANY),N/A,N/A,800000000
Universal Recognition Token,Universal Recognition Token (URT),N/A,N/A,875000000
Universal Reward Protocol,Universal Reward Protocol (URP),N/A,PoW,600000000
Ultrain,Ultrain (UGAS),N/A,N/A,1000000000
Terra Virtua,Terra Virtua (TVA),N/A,N/A,1200000000
TuurnT,TuurnT (TRT),N/A,N/A,500000000
TruePlay,TruePlay (TPLAY),N/A,N/A,100000000
ToKoin,ToKoin (TOKO),N/A,N/A,2000000000
Teambrella,Teambrella (TMB),N/A,N/A,17500000
Tempo,Tempo (TEMPO),N/A,N/A,1000000000
STAYGE,STAYGE (STG),N/A,N/A,10000000000
REDi,REDi (REDi),SHA-256,N/A,10000000000
LogisticsX,LogisticsX (PNP),N/A,N/A,1000000000
betbox,betbox (OX),N/A,N/A,100000000
MyCreditChain,MyCreditChain (MCRC),N/A,N/A,1000000000
Papyrus,Papyrus (PPR),N/A,N/A,1000000000
Aave DAI,Aave DAI (ADAI),N/A,N/A,0
KuBitX,KuBitX (KBX),N/A,N/A,500000000
Kartblock,Kartblock (KBT),N/A,N/A,1000000000
X-Block,X-Block (IX),N/A,N/A,5000000000
HiveNet Token,HiveNet Token (HVNT),N/A,N/A,1500000000
Hoard,Hoard (HRD),N/A,N/A,1000000000
Gym Rewards,Gym Rewards (GYM),N/A,N/A,0
edeXa Security Token,edeXa Security Token (EDEXA),N/A,N/A,20000000
Dapp Token,Dapp Token (DAPPT),N/A,N/A,5000000000
Connecty,Connecty (CTY),N/A,N/A,1375000000
bZx,bZx (BZRX),N/A,N/A,1000000000
Aluna,Aluna (ALN),N/A,N/A,100000000
Aimedis,Aimedis (AIM),N/A,N/A,600000000
PointPay,PointPay (PXP),N/A,N/A,500000000
GoldFinX,GoldFinX (GIX),N/A,N/A,1000000000
Cowrium,Cowrium (CWR),N/A,N/A,2000000000
Irbis Network,Irbis Network (IBS),N/A,N/A,100000000
Zetanet,Zetanet (ZTN),N/A,N/A,5000000000
Quantum Intelligence,Quantum Intelligence (QI),N/A,N/A,2100000000
Transmutecoin,Transmutecoin (TRNSC),N/A,N/A,2000000000
Crypto Tron,Crypto Tron (CTE),N/A,N/A,7000000
Lydian Lion,Lydian Lion (LLION),N/A,N/A,50000000000
FTX Token,FTX Token (FTT),N/A,N/A,0
Si14,Si14 (Si14),N/A,N/A,19200000
NCrypto,NCrypto (NCR),N/A,N/A,100000000
Sphinks Token,Sphinks Token (SKFT),N/A,N/A,0
Nova Mining,Nova Mining (NMT),N/A,N/A,500000000
CounterParty,CounterParty (XCP),SHA-256,PoW,N/A
ATMChain,ATMChain (ATM),N/A,N/A,10000000000
Toxic,Toxic (TOX),N/A,N/A,8000000
Social Chains,Social Chains (SONA),N/A,N/A,1000000000
BrandProtect,BrandProtect (BRAND),N/A,N/A,214285714.2857143
Encores Token,Encores Token (ENC),N/A,N/A,1000000000
Sapien Wallet,Sapien Wallet (SETI),N/A,N/A,1000000
SDATokens,SDATokens (SDAT),N/A,N/A,2000000000
IG-Crypto Holding,IG-Crypto Holding (IGCH),N/A,N/A,10000000000
Quiztok,Quiztok (QTCON),N/A,N/A,12000000000
BNS token,BNS token (BNS),N/A,N/A,2500000000
PixelBit,PixelBit (PXB),N/A,N/A,100000000
Tycoon,Tycoon (TYC),N/A,N/A,140000000
Jupiter,Jupiter (JUP),N/A,N/A,1000000000
EtherBone,EtherBone (ETHBN),N/A,N/A,1000000000
Napoleon X,Napoleon X (NPX),N/A,N/A,26447500
Diagon,Diagon (DGN),N/A,N/A,40000000
YOUengine,YOUengine (YOUC),N/A,N/A,11000000000
2local,2local (L2L),N/A,N/A,20000000000
Ledder,Ledder (ULED),N/A,N/A,45000000
ADAMANT Messenger,ADAMANT Messenger (ADM),DPoS,DPoS,200000000
Rowan Energy Blockchain,Rowan Energy Blockchain (RWN),N/A,N/A,45833333
Sensitrust,Sensitrust (SETS),N/A,N/A,200000000
Weriz,Weriz (WRZ),N/A,N/A,80000000
ITAM Games,ITAM Games (ITAM),N/A,N/A,0
Woonkly,Woonkly (WOONK),N/A,N/A,1000000000
Switch,Switch (ESH),N/A,N/A,0
Metaverse,Metaverse (MDNA),N/A,N/A,100000000000
Crypto Price Index,Crypto Price Index (CPI),N/A,N/A,300000000
Juiice,Juiice (JUI),N/A,N/A,50000000000
Trust Wallet Token,Trust Wallet Token (TWT),N/A,N/A,90000000000
KuCoin Shares,KuCoin Shares (KCS),N/A,N/A,181043076 
LUKSO,LUKSO (LYXE),N/A,N/A,100000000
Mineral,Mineral (MNRL),N/A,N/A,1000000000
Metacoin,Metacoin (METAC),N/A,N/A,2000000000
Theta Fuel,Theta Fuel (TFUEL),N/A,PoS,N/A
Celo Gold,Celo Gold (CGLD),N/A,N/A,1000000000
NDN Link,NDN Link (NDN),N/A,N/A,5000000000
Loon Network,Loon Network (LOON),N/A,N/A,2100000000
Gaps Chain,Gaps Chain (GAPS),N/A,N/A,2000000000
Action Coin,Action Coin (ACTN),Equihash,PoS,2000000000
ParamountDax,ParamountDax (PRDX),N/A,N/A,100000000
Global Game Coin,Global Game Coin (GGC),N/A,N/A,500000000
BIZZCOIN,BIZZCOIN (BIZZ),N/A,N/A,320000000
Hellenic Coin,Hellenic Coin (HNC),Scrypt,PoW/PoS,69600000
XIO,XIO (XIO),N/A,N/A,100000000
1irstGold,1irstGold (1GOLD),N/A,N/A,1000000000
Uptrennd,Uptrennd (1UP),N/A,N/A,995554318
Affil Coin,Affil Coin (AFFC),N/A,N/A,1000000000
Babes and Nerds,Babes and Nerds (BANC),PoS,N/A,150000000
Banano,Banano (BAN),Blake2b,N/A,3100000000
BBD Token,BBD Token (BBDT),N/A,N/A,275803582
CoinDeal Token,CoinDeal Token (CDL),N/A,N/A,50000000
Tether CNH,Tether CNH (CNHT),N/A,N/A,N/A
"TripAdvisor, Inc.","TripAdvisor, Inc. (TRIPAD)",N/A,N/A,0
Teradyne,Teradyne (TERADYNE),N/A,N/A,0
Illuminates,Illuminates (LUM),N/A,N/A,100000000
WABI,WABI (WABI),N/A,N/A,100000000
Buzzshow,Buzzshow (GLDY),N/A,N/A,150000000
RChain,RChain (RHOC),N/A,N/A,870663574
XDNA,XDNA (XDNA),HEX,PoW/PoS,21000000
Vid,Vid (VI),N/A,N/A,888888888
Maxonrow,Maxonrow (MXW),N/A,N/A,9333333333
The Forbidden Forest,The Forbidden Forest (FORESTPLUS),N/A,N/A,2100000000
Tixl,Tixl (MTXLT),N/A,N/A,N/A
Permian,Permian (PERMIAN),N/A,N/A,10000000000
Liquid Bitcoin,Liquid Bitcoin (LQBTC),N/A,N/A,N/A
Proton,Proton (XPR),N/A,N/A,10000000000
Unicorn Technology International,Unicorn Technology International (UTI),N/A,N/A,N/A
DAPS Coin,DAPS Coin (DAPS),Dagger, PoW/PoS/PoA,70000000000
FairCoin,FairCoin (FAIR),Groestl,PoW/PoS,0
StormX,StormX (STMX),N/A,N/A,10000000000
AZBI CORE,AZBI CORE (AZBI),N/A,N/A,19773804561
Derivex,Derivex (DVX),N/A,N/A,1000000000
Arweave,Arweave (AR),SHA-256,PoW,50000000
Assemble Protocol,Assemble Protocol (ASM),N/A,N/A,1350000000
GhostbyMcAfee,GhostbyMcAfee (GHOST),N/A,N/A,55000000
Reserve,Reserve (RSV),N/A,N/A,0
OSA Token,OSA Token (OSA),N/A,N/A,2285714285
ThreeFold Token,ThreeFold Token (TFT),N/A,N/A,4000000000
Hiblocks,Hiblocks (HIBS),N/A,N/A,0
Aave,Aave (LEND),N/A,N/A,1299999942
dKargo,dKargo (DKA),N/A,N/A,5000000000
ROONEX,ROONEX (RNX),N/A,N/A,10000000000
King DAG,King DAG (KDAG),N/A,N/A,1000000000
PANTHEON X,PANTHEON X (XPN),N/A,N/A,770000000
KVI Chain,KVI Chain (KVI),N/A,N/A,10000000000
DoDreamChain,DoDreamChain (DRM),N/A,N/A,250000000
3X Short Chainlink Token,3X Short Chainlink Token (LINKBEAR),N/A,N/A,0
3X Long Chainlink Token,3X Long Chainlink Token (LINKBULL),N/A,N/A,0
3X Long PAX Gold Token,3X Long PAX Gold Token (PAXGBULL),N/A,N/A,0
3X Short PAX Gold Token,3X Short PAX Gold Token (PAXGBEAR),N/A,N/A,0
0.5X Long PAX Gold Token,0.5X Long PAX Gold Token (PAXGHALF),N/A,N/A,0
PhoenixDAO,PhoenixDAO (PHNX),N/A,N/A,110000000
HelixNetwork,HelixNetwork (MHLX),N/A,N/A,4292493394
Spice,Spice (SPICE),N/A,N/A,1000000000
GramGold Coin,GramGold Coin (GGOLD),N/A,N/A,11600
Alchemy,Alchemy (ALCH),N/A,N/A,99695908
SODA Coin,SODA Coin (SODA),N/A,N/A,2000000000
8X8 Protocol,8X8 Protocol (8X8),N/A,N/A,100000000
Amun Short Bitcoin Token,Amun Short Bitcoin Token (BTCSHORT),N/A,N/A,0
Amun Bitcoin 3x Daily Long,Amun Bitcoin 3x Daily Long (BTC3L),N/A,N/A,0
Amun Bitcoin 3x Daily Short,Amun Bitcoin 3x Daily Short (BTC3S),N/A,N/A,0
Amun Ether 3x Daily Long,Amun Ether 3x Daily Long (ETH3L),N/A,N/A,0
Amun Ether 3x Daily Short,Amun Ether 3x Daily Short (ETH3S),N/A,N/A,0
3X Short Cardano Token,3X Short Cardano Token (ADABEAR),N/A,N/A,0
3X Long Cardano Token,3X Long Cardano Token (ADABULL),N/A,N/A,0
3X Long Matic Token,3X Long Matic Token (MATICBULL),N/A,N/A,0
3X Short Matic Token,3X Short Matic Token (MATICBEAR),N/A,N/A,0
3X Long Cosmos Token,3X Long Cosmos Token (ATOMBULL),N/A,N/A,0
3X Short Cosmos Token,3X Short Cosmos Token (ATOMBEAR),N/A,N/A,0
3X Long Algorand Token,3X Long Algorand Token (ALGOBULL),N/A,N/A,0
3X Short Algorand Token,3X Short Algorand Token (ALGOBEAR),N/A,N/A,0
3X Long Kyber Network Token,3X Long Kyber Network Token (KNCBULL),N/A,N/A,0
3X Long Theta Network Token,3X Long Theta Network Token (THETABULL),N/A,N/A,0
3X Short Kyber Network Token,3X Short Kyber Network Token (KNCBEAR),N/A,N/A,0
3X Short Shitcoin Index Token,3X Short Shitcoin Index Token (BEARSHIT),N/A,N/A,0
3X Long Ethereum Classic Token,3X Long Ethereum Classic Token (ETCBULL),N/A,N/A,0
3X Short Ethereum Classic Token,3X Short Ethereum Classic Token (ETCBEAR),N/A,N/A,0
3X Short TomoChain Token,3X Short TomoChain Token (TOMOBEAR),N/A,N/A,0
3X Long TomoChain Token,3X Long TomoChain Token (TOMOBULL),N/A,N/A,0
3X Short Dragon Index Token,3X Short Dragon Index Token (DRGNBEAR),N/A,N/A,0
3X Long Dragon Index Token,3X Long Dragon Index Token (DRGNBULL),N/A,N/A,0
3X Short Theta Network Token,3X Short Theta Network Token (THETABEAR),N/A,N/A,0
3X Short Midcap Index Token,3X Short Midcap Index Token (MIDBEAR),N/A,N/A,0
3X Long Midcap Index Token,3X Long Midcap Index Token (MIDBULL),N/A,N/A,0
3X Short OKB Token,3X Short OKB Token (OKBBEAR),N/A,N/A,0
3X Long OKB Token,3X Long OKB Token (OKBBULL),N/A,N/A,0
3X Short BitMax Token Token,3X Short BitMax Token Token (BTMXBEAR),N/A,N/A,0
3X Long BitMax Token Token,3X Long BitMax Token Token (BTMXBULL),N/A,N/A,0
3X Long LEO Token,3X Long LEO Token (LEOBULL),N/A,N/A,0
3X Short LEO Token,3X Short LEO Token (LEOBEAR),N/A,N/A,0
3X Short Huobi Token Token,3X Short Huobi Token Token (HTBEAR),N/A,N/A,0
3X Long Huobi Token Token,3X Long Huobi Token Token (HTBULL),N/A,N/A,0
3X Long Dogecoin Token,3X Long Dogecoin Token (DOGEBULL),N/A,N/A,0
3X Short Dogecoin Token,3X Short Dogecoin Token (DOGEBEAR),N/A,N/A,0
3X Short Privacy Index Token,3X Short Privacy Index Token (PRIVBEAR),N/A,N/A,0
3X Long Privacy Index Token,3X Long Privacy Index Token (PRIVBULL),N/A,N/A,0
3X Long Tether Token,3X Long Tether Token (USDTBULL),N/A,N/A,0
3X Short Tether Token,3X Short Tether Token (USDTBEAR),N/A,N/A,0
WaykiChain Governance Coin,WaykiChain Governance Coin (WGRT),N/A,N/A,0
Platinum Spot,Platinum Spot (Platinum.CUR),N/A,N/A,0
Penta,Penta (PENTA),N/A,N/A,100000000000
Compound Coin,Compound Coin (COMPD),X11,PoW/PoS,N/A
Compound,Compound (COMP),N/A,N/A,10000000
Rapids,Rapids (RPD),Quark,PoS,35000000000
Coingrid,Coingrid (COING),N/A,N/A,100000000
Seed of World,Seed of World (SOW),N/A,N/A,50000000
Notarised,Notarised (NTS),N/A,N/A,100000000
White Stripe Lottery,White Stripe Lottery (WSLT),N/A,N/A,4700000
UMA,UMA (UMA),N/A,N/A,0
cUSDT,cUSDT (CUSDT),N/A,N/A,5451601739
MoneroV,MoneroV (XMV),Cuckarood29v,PoW,27000000
Bitball Treasure,Bitball Treasure (BTRS),N/A,N/A,1000000
Celo,Celo (CELO),N/A,N/A,1000000000
Validity,Validity (VLDY),N/A,N/A,50600000000
The Midas Touch Gold,The Midas Touch Gold (TMTG),N/A,N/A,10000000000
CACHE Gold,CACHE Gold (CGT),N/A,N/A,32202
Emercoin,Emercoin (EMC),SHA-256,PoW/PoS,1000000000
DarkPayCoin,DarkPayCoin (D4RK),N/A,N/A,5300000
BTCUP,BTCUP (BTCUP),N/A,N/A,0
BTCDOWN,BTCDOWN (BTCDOWN),N/A,N/A,0
Binance IDR Stable Coin,Binance IDR Stable Coin (BIDR),N/A,N/A, 11990000000
Balancer,Balancer (BAL),N/A,N/A,35435000
Dawn Protocol,Dawn Protocol (DAWN),N/A,N/A,93468683
RING X PLATFORM,RING X PLATFORM (RINGX),N/A,N/A, 500000000
IDK,IDK (IDK),N/A,N/A,10000000
BTSE Token,BTSE Token (BTSE),N/A,N/A,200000000
BitSerial,BitSerial (BSE),N/A,N/A,28000000
XinFin Coin,XinFin Coin (XDCE),N/A,N/A,15000000000
Alibaba Health Information Technology Limited,Alibaba Health Information Technology Limited (241.CUR),N/A,N/A,0
ASM Pacific Technology Limited,ASM Pacific Technology Limited (522.CUR),N/A,N/A,0
BYD Company Limited,BYD Company Limited (1211.CUR),N/A,N/A,0
Xiaomi corp.,Xiaomi corp. (1810.CUR),N/A,N/A,0
Alibaba Group Holding Limited,Alibaba Group Holding Limited (9988.CUR),N/A,N/A,0
Alcoa,Alcoa (AA.CUR),N/A,N/A,0
Advance Auto Parts,Advance Auto Parts (AAP.CUR),N/A,N/A,0
Apple Inc,Apple Inc (AAPL.CUR),N/A,N/A,28644
Abbvie,Abbvie (ABBV.CUR),N/A,N/A,0
Adobe Systems Inc,Adobe Systems Inc (ADBE.CUR),N/A,N/A,0
Adaptive Biotechnologies Corporation,Adaptive Biotechnologies Corporation (ADPT.CUR),N/A,N/A,0
Adidas AG,Adidas AG (ADS.CUR),N/A,N/A,0
Advanced Micro Devices Inc,Advanced Micro Devices Inc (AMD.CUR),N/A,N/A,0
Amazon.com Inc,Amazon.com Inc (AMZN.CUR),N/A,N/A,0
Apache,Apache (APA.CUR),N/A,N/A,0
Activision Blizzard Inc,Activision Blizzard Inc (ATVI.CUR),N/A,N/A,0
Australian Dollar,Australian Dollar (AUD.CUR),N/A,N/A,0
Boeing,Boeing (BA.CUR),N/A,N/A,0
Alibaba Group Holding Limited,Alibaba Group Holding Limited (BABA.CUR),N/A,N/A,0
Best Buy,Best Buy (BBY.CUR),N/A,N/A,0
Bill.com Inc,Bill.com Inc (BILL.CUR),N/A,N/A,0
BioMarin Pharmaceutical Inc,BioMarin Pharmaceutical Inc (BMRN.CUR),N/A,N/A,0
BMW AG,BMW AG (BMW.CUR),N/A,N/A,0
Biontech SE,Biontech SE (BNTX.CUR),N/A,N/A,0
"Beyond Meat, Inc.","Beyond Meat, Inc. (BYND.CUR)",N/A,N/A,0
Citigroup Inc,Citigroup Inc (C.CUR),N/A,N/A,0
Canadian Dollar,Canadian Dollar (CAD.CUR),N/A,N/A,0
Commerzbank AG,Commerzbank AG (CBK.CUR),N/A,N/A,0
FTSE China A50,FTSE China A50 (CN50.CUR),N/A,N/A,0
Swiss Franc,Swiss Franc (CHF.CUR),N/A,N/A,0
Chesapeake Energy Corp,Chesapeake Energy Corp (CHK.CUR),N/A,N/A,0
Cisco Systems,Cisco Systems (CSCO.CUR),N/A,N/A,0
Daimler AG,Daimler AG (DAI.CUR),N/A,N/A,0
Deutsche Bank AG,Deutsche Bank AG (DBK.CUR),N/A,N/A,0
DropBox,DropBox (DBX.CUR),N/A,N/A,0
Datadog Inc,Datadog Inc (DDOG.CUR),N/A,N/A,0
Walt Disney,Walt Disney (DIS.CUR),N/A,N/A,0
eBay,eBay (EBAY.CUR),N/A,N/A,0
"EPAM Systems, Inc.","EPAM Systems, Inc. (EPAM.CUR)",N/A,N/A,0
Euro Stoxx 50,Euro Stoxx 50 (EU50.CUR),N/A,N/A,0
Ford Motor Co,Ford Motor Co (F.CUR),N/A,N/A,0
Facebook,Facebook (FB.CUR),N/A,N/A,0
France 40,France 40 (FR40.CUR),N/A,N/A,0
First Solar Inc,First Solar Inc (FSLR.CUR),N/A,N/A,0
Farfetch Ltd,Farfetch Ltd (FTCH.CUR),N/A,N/A,0
First Trust Nasdaq Transportation ETF,First Trust Nasdaq Transportation ETF (FTXR.CUR),N/A,N/A,0
Fiverr International Ltd,Fiverr International Ltd (FVRR.CUR),N/A,N/A,0
Germany 30,Germany 30 (DE30.CUR),N/A,N/A,0
General Electric Co,General Electric Co (GE.CUR),N/A,N/A,0
Gamestop,Gamestop (GME.CUR),N/A,N/A,0
Alphabet Inc,Alphabet Inc (GOOGL.CUR),N/A,N/A,0
GoPro Inc,GoPro Inc (GPRO.CUR),N/A,N/A,0
International Business Machines Corp,International Business Machines Corp (IBM.CUR),N/A,N/A,0
Infineon Technologies AG,Infineon Technologies AG (IFX.CUR),N/A,N/A,0
Intel Corporation,Intel Corporation (INTC.CUR),N/A,N/A,0
FTSE Borsa Italiana Index 40,FTSE Borsa Italiana Index 40 (IT40.CUR),N/A,N/A,0
Jc Penney,Jc Penney (JCP.CUR),N/A,N/A,0
Johnson &amp; Johnson,Johnson &amp; Johnson (JNJ.CUR),N/A,N/A,0
JPMorgan Chase,JPMorgan Chase (JPM.CUR),N/A,N/A,0
Coca-Cola,Coca-Cola (KO.CUR),N/A,N/A,0
L Brands,L Brands (LB.CUR),N/A,N/A,0
Deutsche Lufthansa AG,Deutsche Lufthansa AG (LHA.CUR),N/A,N/A,0
Macys,Macys (M.CUR),N/A,N/A,0
Mastercard Inc,Mastercard Inc (MA.CUR),N/A,N/A,0
McDonald's,McDonald's (MCD.CUR),N/A,N/A,0
ETFMG Alternative Harvest ETF,ETFMG Alternative Harvest ETF (MJ.CUR),N/A,N/A,0
Momo Inc.,Momo Inc. (MOMO.CUR),N/A,N/A,0
Merck &amp; Co Inc,Merck &amp; Co Inc (MRK.CUR),N/A,N/A,0
Microsoft,Microsoft (MSFT.CUR),N/A,N/A,0
Nasdaq 100 Index,Nasdaq 100 Index (US100.CUR),N/A,N/A,0
Newmont Mining,Newmont Mining (NEM.CUR),N/A,N/A,0
Cloudflare Inc.,Cloudflare Inc. (NET.CUR),N/A,N/A,0
Netflix,Netflix (NFLX.CUR),N/A,N/A,0
NIKE Inc,NIKE Inc (NKE.CUR),N/A,N/A,0
Amsterdam Exchange Index 25,Amsterdam Exchange Index 25 (NL25.CUR),N/A,N/A,0
NVIDIA,NVIDIA (NVDA.CUR),N/A,N/A,0
New Zealand Dollar,New Zealand Dollar (NZD.CUR),N/A,N/A,0
OneConnect,OneConnect (OCFT.CUR),N/A,N/A,0
1Life Healthcare Inc,1Life Healthcare Inc (ONEM.CUR),N/A,N/A,0
Oracle,Oracle (ORCL.CUR),N/A,N/A,0
Pfizer Inc,Pfizer Inc (PFE.CUR),N/A,N/A,0
Peloton Interactive Inc,Peloton Interactive Inc (PTON.CUR),N/A,N/A,0
PayPal Holdings,PayPal Holdings (PYPL.CUR),N/A,N/A,0
Sprint,Sprint (S.CUR),N/A,N/A,0
Starbucks Corp,Starbucks Corp (SBUX.CUR),N/A,N/A,0
SmileDirectClub Inc,SmileDirectClub Inc (SDC.CUR),N/A,N/A,0
Shopify Cl A Sub Vtg,Shopify Cl A Sub Vtg (SHOP.CUR),N/A,N/A,0
Snap,Snap (SNAP.CUR),N/A,N/A,0
Spain 35,Spain 35 (SP35.CUR),N/A,N/A,0
S&amp;P 500,S&amp;P 500 (US500.CUR),N/A,N/A,0
Southwestern Energy,Southwestern Energy (SWN.CUR),N/A,N/A,0
Teradyne,Teradyne (TER.CUR),N/A,N/A,0
Tesla,Tesla (TSLA.CUR),N/A,N/A,0
Twitter,Twitter (TWTR.CUR),N/A,N/A,0
Uber Technologies Inc,Uber Technologies Inc (UBER.CUR),N/A,N/A,0
Visa Inc,Visa Inc (V.CUR),N/A,N/A,0
Vanguard Information Technology ETF,Vanguard Information Technology ETF (VGT.CUR),N/A,N/A,0
Vanguard S&amp;P 500 ETF,Vanguard S&amp;P 500 ETF (VOO.CUR),N/A,N/A,0
